radiculaire	radicular
approuver	approve
hisser	hoist
apaisement	appeasement
forum	newsgroup
climatique	climatic
boucle	loop
déshabillé	negligee
admettre	admit
décoloniser	decolonize
impureté	impurity
osmorégulation	osmoregulation
disciple	disciple
sommelier	sommelier
indemniser	indemnify
constater	show
préopératoire	preoperative
biomasse	biomass
pasionaria	pasionaria
ténacité	pertinacity
remastérisé	remaster
tatouer	tattoo
timbalier	timpanist
apprêter	prepare
eurocent	eurocent
affliction	affliction
propos	discussion
déterminer	decide
barillet	revolver
sourdre	spring
tabassage	beating
courtois	courteous
abondamment	abundantly
imbattable	unbeatable
réarmement	rearmament
hoplite	hoplite
bloc	chunk
communiqué	communiqué
ignoble	ignoble
lithium	lithium
cartographie	cartography
tortellini	tortellini
athérosclérose	atherosclerosis
gamelle	wipeout
véronique	veronica
humanoïde	humanoid
incolore	colourless
modulaire	modular
chahada	shahada
ouvreur	usher
constance	constant
gonadotrophine	gonadotropin
nymphe	nymph
syllabation	syllabification
plumer	pluck
agresseur	assailant
minime	bantam
émettre	emit
favoris	whisker
donner	gift
stupéfié	stupefied
bas	sock
anabase	anabasis
écorégion	ecoregion
nucléoside	nucleoside
librairie	bookshop
lavable	washable
gaillard	forecastle
férule	fennel
kaléidoscope	kaleidoscope
amorphe	apathetic
endosymbiose	endosymbiosis
sismographe	seismograph
divisibilité	divisibility
précautionneusement	carefully
amateur	amateurish
pôle	pole
concile	council
cantine	footlocker
poétiquement	poetically
calcanéum	calcaneus
punitif	punitive
vagin	vulva
rimeur	rhymester
smolt	smolt
digne	worthy
querelle	feud
célibataire	single
rhizomélique	rhizomelic
jeu	set
léopard	leopard
proposer	offer
bas	stocking
béguin	crush
transplantation	transplant
radiotélégraphie	radiotelegraphy
mijoter	stew
tâtonner	grope
manipuler	manipulate
turbine	turbine
oasis	oasis
configurer	configure
cliver	cleave
rance	rancid
plissé	pleated
piètre	paltry
significativement	significantly
délimiter	border
poirier	headstand
anticancéreux	anticancer
international	international
trio	trio
sandhi	sandhi
poésie	poet
bagages	equipage
revue	briefing
clavecin	harpsichord
maharajah	maharajah
risotto	risotto
illustrateur	illustrator
polymère	polymer
rincer	rinse
fashionista	fashionista
analogique	analogous
réception	receive
transplanter	transplant
quadruplé	quadruplet
boucheuse	corker
anachorète	anchorite
théologal	theological
crocoïte	crocoite
vitesse	speed
fémur	femur
dilatation	dilation
sautoir	necklace
esquiver	shirk
régir	govern
corme	corm
cachemire	cashmere
radiographie	radiography
séisme	earthquake
arsenical	arsenical
arbitre	arbiter
serviteur	servant
bagnole	car
applaudir	applaud
magret	magret
prématuré	premature
succéder	succeed
voyage	voyage
adoptianisme	adoptionism
indubitable	indubitable
voisin	neighbour
chevalin	equine
bastonnade	caning
virtuose	virtuoso
impulsif	impetuous
fasciite	fasciitis
pigment	pigment
laconique	terse
frappeur	batter
écotourisme	ecotourism
mentonnière	chinrest
dîme	tithe
séraphin	seraph
limpide	limpid
radiomètre	radiometer
panoramique	panoramic
genre	genre
mercaptan	mercaptan
cul	butt
compilateur	compile
sexologie	sexology
projectif	projective
cinquantaine	fifties
porc	pig
saucisse	wiener
royaume	kingdom
cahier	quire
mercerie	haberdashery
boxer	boxer
intranet	intranet
kwanliso	kwalliso
inutilement	needlessly
gagner	conquer
vif	key
sellerie	saddlery
stupa	stupa
datura	datura
oxydant	oxidant
téléphone	telephone
quinto	fifth
imposer	oblige
futurologie	futurology
carboxylique	carboxylic
bandit	thug
bombarder	bomb
natif	native
laiteux	milky
puffin	shearwater
externe	intrinsic
myiase	myiasis
maritime	maritime
écologie	ecology
nervosité	nervousness
suite	suite
muleta	muleta
aspirine	aspirin
validation	validation
zaibatsu	zaibatsu
spécimen	sample
digérer	digest
sincèrement	genuinely
brasier	brazier
subconscient	subconscious
vaudeville	vaudeville
pandit	pandit
kvas	kvass
incorporation	incorporation
parfois	sometimes
indolore	painless
vernissage	preview
potence	gallows
subtilité	subtlety
poulailler	coop
football	soccer
stylet	stiletto
hyène	hyena
envisager	contemplate
amnios	amnion
ru	rivulet
effluent	effluent
radiodiffusion	broadcasting
anastylose	anastylosis
paradoxalement	paradoxically
vétuste	antiquated
insinuation	innuendo
prémonitoire	premonitory
mérens	mérens
électricité	electricity
codec	codec
ristourne	rebate
pulvériser	pulverize
chimiokine	chemokine
papillote	sidelock
sociable	sociable
variante	variant
puisque	since
adorer	adore
licence	license
perroquet	parrot
cirrus	cirrus
culpabilité	guilt
paralysant	paralyzing
quantité	measure
minimal	minimal
zoïle	zoilus
saignement	bleeding
fédérer	federate
métrologique	metrological
déictique	deictic
milliard	quadrillion
légal	lawful
phéromone	pheromone
cabane	lodge
brume	fog
goulotte	gulley
benzoïque	benzoic
honorable	honorable
pieux	reverent
aviculture	aviculture
mésentère	mesentery
maire	burgomaster
légalisme	legalism
glisser	sliding
serpent	snake
prêtre	hierophant
voisinage	neighbourhood
schiste	schist
gastrique	gastric
hydraulique	hydraulic
parent	parent
réincarner	reincarnate
élève	student
dyskinésie	dyskinesia
ravitaillement	supply
squamate	squamate
légat	legate
grammairienne	grammarian
commuer	commute
baccara	baccarat
hydre	hydra
communicateur	communicator
présider	chair
tirade	monolog
opposant	opponent
pneumonie	pneumonia
dauphin	dolphin
toxicologie	toxicology
vernalisation	vernalization
vivier	fishpond
vague	vague
idolâtrer	idolize
contracture	contracture
tringle	shank
remboursement	reimbursement
antéchrist	antichrist
intercontinental	intercontinental
analyser	assay
bluffer	bluff
intimider	intimidate
omelette	omelette
diriger	direct
crayonnage	doodle
charbonnier	collier
idiosyncrasie	idiosyncrasy
inutilisé	unused
accro	junkie
industrie	industry
adhérent	adherent
crier	scream
imperméabilité	impermeability
œil	eye
semaine	sabbath
productivité	productivity
chronologique	chronological
onction	anointing
hème	heme
vasectomie	vasectomy
remplaçant	replacement
séquestre	sequestration
allier	connect
terminaison	termination
nocivité	harmfulness
tactile	haptic
cendrier	ashtray
mœurs	moral
ginseng	ginseng
volaille	fowl
roue	wheel
altercation	dispute
paresthésie	paresthesia
survenir	emerge
outil	tool
tas	mass
caméo	cameo
anis	anise
résistivité	resistivity
tétraédrique	tetrahedral
héliosphère	heliosphere
cadre	cadre
salade	salad
parenté	parentage
splénomégalie	splenomegaly
microphotographie	microphotography
semeur	sower
poésie	verse
imprécation	curse
baside	basidium
isolation	isolation
corvée	drudgery
notaire	notary
véhémentement	vehemently
poing	fist
concédant	licensor
résection	resection
subjectivité	subjectivity
promontoire	promontory
authentique	authentic
marathon	marathon
house	house
absorption	absorption
dépense	expense
néanmoins	though
kshatriya	kshatriya
farfelu	eccentric
psilocybe	psilocybe
tulle	scrim
cellophane	cellophane
nuée	cloud
imitation	imitation
filigrane	watermark
minimisation	minimization
pamplemousse	grapefruit
varna	varna
extracellulaire	extracellular
toboggan	chute
acquiescement	acquiescence
rémora	suckerfish
caoutchouc	rubber
peptide	peptide
articulation	joint
croche	quaver
senau	snow
cardioïde	cardioid
regarder	watch
broderie	embroidery
petit	young
nonne	nun
aveu	recognition
canon	looker
exécution	achievement
ruiner	destroy
bridge	bridge
babysitting	babysitting
hémimorphite	hemimorphite
beignet	doughnut
provoquer	annoy
éditeur	publisher
blanchisseuse	laundress
moa	moa
exalter	exalt
éponge	sponge
peroxydase	peroxidase
voilé	veiled
honorablement	creditably
légèrement	lightly
salle	room
numériser	digitalize
frange	fringe
envoi	upload
zodiaque	constellation
pile	exactly
radiotéléphone	radiotelephone
parjurer	perjure
adverbe	adverb
borne	milestone
hachoir	mezzaluna
suie	soot
achever	complete
morve	snivel
appareil	appliance
épiclèse	epiclesis
chef	sir
lèpre	leprosy
mortier	mortar
éraste	erastes
chauffant	heating
déversement	outpouring
impair	odd
parapente	paragliding
antennaire	frogfish
découvert	overdraft
vertèbre	vertebra
sacristain	sexton
humanité	manhood
sensoriel	sensory
incendier	torch
vimentine	vimentin
individuel	individual
yokohama	yokohama
cour	courtship
fonte	font
cœur	heart
hypothèque	mortgage
thyroïdectomie	thyroidectomy
soumettre	subject
personnifier	personify
diopside	diopside
extrémité	extremity
arthrite	arthritis
constituant	constituent
apaiser	quench
obscurité	gloom
timbre	stamp
tesseract	tesseract
alcôve	alcove
dérouler	unfold
flâner	ramble
impératrice	empress
fiole	flask
bestialité	bestiality
fustiger	thrash
biscuit	biscuit
rottweiler	rottweiler
image	picture
figue	fig
microscopique	microscopic
électronégativité	electronegativity
marjolaine	oregano
remercier	gratitude
appuyer	put
cabillaud	cod
père	father
noueux	gnarled
chômage	unemployed
pervers	lecher
annoncer	announce
oncologique	oncologic
risque	risk
confins	confines
inflation	inflation
méprisable	despicable
rhinarium	rhinarium
ingénu	ingenuous
hisser	heave
contraste	contrast
diffamatoire	slanderous
assurer	ensure
pic	peak
nous	nous
receleur	receiver
abdication	abdication
laver	wash
thermostat	thermostat
frise	border
amaryllis	amaryllis
gisement	shoal
gardien	custodian
aglycone	aglycone
instrumental	instrumental
démodulateur	demodulator
inspirer	inspire
trilinguisme	trilingualism
graine	seed
tuberculose	tuberculosis
stéroïde	steroid
combler	fulfill
lier	hyperlink
aiguille	pointer
jumeau	twin
risqué	risque
décaféiné	decaffeinated
grade	gradian
sadomasochiste	sadomasochist
circonfixe	circumfix
ver	worm
coffre	coffer
télémétrie	telemetry
curieux	curious
infériorité	inferiority
reconduction	renewal
écailleux	scaly
outrepasser	exceed
rapport	ratio
sténose	stenosis
transcender	transcend
hôtelier	hotelier
épistolaire	epistolary
trinitrotoluène	trinitrotoluene
pilori	stocks
kilomètre	kilometre
peau	hair
être	exist
confrère	brother
factorisable	factorable
déléguer	delegate
amour	love
charger	charge
playboy	playboy
multiprocesseur	multiprocessor
épouvantable	grisly
hypnotique	hypnotic
quinconce	quincunx
çà	hither
idiotisme	idiom
trame	weft
conduit	outlet
denté	serrate
ovaire	ovary
sot	foolish
découvrir	uncover
lasagne	lasagna
passoire	colander
primo	first
meurtrière	loophole
tangent	tangent
soprano	soprano
comices	comitia
article	article
papa	pa
galette	biscuit
coudrier	hazel
teinte	hue
néphrologie	nephrology
fortuit	serendipitous
aérien	air
pisse	piss
aire	area
sépulcral	sepulchral
scrotum	scrotum
vernal	vernal
remblai	embankment
autarcie	autarky
criminalisation	criminalization
lecteur	drive
structural	structural
inadmissible	inadmissible
possiblement	possibly
séléniure	selenide
rampant	rampant
anaphylactique	anaphylactic
fatal	fatal
accaparer	engross
odalisque	odalisque
instabilité	instability
aviaire	avian
ennéagone	nonagon
acquisition	purchase
citoyen	denizen
témérité	temerity
radiologiste	radiologist
divan	ottoman
poignée	sword
clarifier	clarify
cran	notch
indemne	uninjured
barrage	roadblock
quinquennat	term
asservissement	enslavement
polymorphe	polymorphous
ton	your
troupier	trooper
cachet	seal
pintade	guineafowl
regain	aftermath
électromyogramme	electromyogram
masseur	masseur
bocage	grove
verso	verso
charlotte	charlotte
chromosome	chromosome
modifiable	modifiable
sclérenchyme	sclerenchyma
fournisseur	supplier
sore	sorus
chaâbi	chaabi
luxation	dislocation
relié	hardback
basilic	basil
bivouac	bivouac
conception	conception
mimolette	mimolette
éponger	sponge
superstructure	superstructure
sipo	sipo
illimité	boundless
attacher	attach
évanescent	evanescent
feijoa	feijoa
organisation	organization
anticolonialisme	anticolonialism
contrebalancer	counterbalance
appentis	penthouse
affamé	ravenous
indiquer	indicate
lombes	loin
galère	galley
théophanie	theophany
positif	nonnegative
paradoxe	paradox
valide	valid
cornet	cornet
courage	courage
nettoyant	cleaning
transiter	transit
provisionner	provision
orgasme	orgasm
rouble	ruble
pousser	push
arachnophobie	arachnophobia
aptitude	aptitude
truffé	truffled
litigieux	litigious
absorbé	absorbed
étron	turd
filler	filler
arriéré	arrears
prunelier	blackthorn
anabolisme	anabolism
blasphémateur	blasphemer
rembourrage	padding
coiffeur	hairdresser
équipier	domestique
tanin	tannin
émailler	enamel
archives	archive
sévère	harsh
montueux	hilly
choix	choice
génial	phat
obscénité	obscenity
isotropie	isotropy
shikoku	shikoku
phallus	phallus
conjectural	conjectural
interloqué	nonplussed
science	study
éloquent	eloquent
dont	whereof
cinéphile	cinephile
verjus	verjuice
tragédie	tragedy
prenant	gripping
tiercelet	tiercel
apparat	pomp
sigma	sigma
saturation	saturation
grenier	loft
barde	bard
cap	promontory
incontrôlable	unverifiable
suçon	hickey
holiste	holist
néonatologie	neonatology
verger	orchard
marchandise	merchandise
compatir	sympathize
sentine	bilge
caméléon	chameleon
fuite	flight
réplétion	mascon
fromager	cheesemaker
bioterrorisme	bioterrorism
pronateur	pronator
amarrage	mooring
créneau	crenel
berkélium	berkelium
apéritif	apéritif
avaliser	endorse
haggis	haggis
petit	chicken
promoteur	promotor
dire	tell
calcaire	limestone
pardessus	greatcoat
nominer	nominate
conquérir	conquer
marguillier	churchwarden
sauveur	rescuer
dodu	tubby
ordures	garbage
chiffon	rag
verrerie	glassworks
embarquer	embark
enfant	child
exécutif	government
édredon	eiderdown
lahar	lahar
émirat	emirate
vènerie	venery
vigoureux	strenuous
prophétiser	prophesy
anévrisme	aneurysm
aconit	hood
crampon	crampon
dystopie	dystopia
involution	involution
alose	shad
bioconversion	bioconversion
pente	gradient
blanchir	launder
thalamique	thalamic
engranger	garner
oisif	loafer
épopée	epopee
assurer	insure
encourageant	heartening
constater	ascertain
trébuchet	trebuchet
marginalisation	marginalisation
surabondamment	abundantly
prolonger	protract
ascomycète	ascomycete
râpe	raspy
sanction	sanction
incorporel	incorporeal
complétion	completion
gréviste	striker
pourchasser	pursue
charivari	shalwar
exhaler	exhale
assimiler	absorb
calomnier	calumniate
coudre	thread
taret	shipworm
abominable	abhorrent
gloire	glamour
fric	dosh
excitation	nerve
fantaisie	fancy
accusateur	accusatory
offrir	offer
périodique	periodic
limpide	clear
bardeau	shake
symphoniste	symphonist
réglage	tuning
comportement	conduct
necton	nekton
amarre	moorings
architecturalement	architecturally
caractérisation	characterization
abdomen	belly
orogenèse	orogeny
rapidement	shallowly
brocanteur	broker
gondole	gondola
flamber	flambé
romagnole	romagnola
colonne	column
pornographie	pornography
auditoire	hearing
fabriquer	fabricate
antisymétrie	antisymmetry
stalle	stall
corvette	corvette
biathlon	biathlon
commérage	gossip
clairière	clearing
maths	maths
anima	anima
sentinelle	sentry
opportunément	conveniently
océanique	oceanic
spartiate	spartan
impiété	impiety
corporal	corporal
scutellum	scutellum
molarité	molarity
injurier	insult
reconnaissant	appreciate
tactique	tactics
blennorragie	gonorrhea
cladistique	cladistics
salé	salted
opercule	operculum
stoïquement	stoically
taciturne	taciturn
lisse	smooth
porteur	bearer
auxiliaire	helper
néoréaliste	neorealist
épicurien	epicurean
sérendipité	serendipity
excrétion	excretion
adéquat	adequate
quintette	quintet
hajj	hajj
addendum	addendum
wolframite	wolframite
gagner	earn
balle	ammunition
côtelette	cutlet
métro	subway
sarigue	opossum
bénévolement	voluntarily
peler	peel
fécondation	fertilization
silicate	silicate
intègre	upright
télophase	telophase
funeste	baneful
thématique	thematic
noétique	noetic
lyrisme	lyricism
diabolique	fiendish
arcade	archway
candidature	candidate
batara	antshrike
féminin	girly
adverbial	adverbial
